Name,Team,POS,ADP,PA,rPTS,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Chase DeLauter ","CLE","OF/DH",999,536.461,348.8035032749176,-3.389499780791636,16.809601861951794,14.420102081160158,"Chase DeLauter","32127",800050
"Geraldo Perdomo ","ARI","SS",76.7699966430664,568.109,369.94589614868164,2.008563984239682,10.88220454006311,13.890768524302793,"Geraldo Perdomo","22799",672695
"Ben Rice ","NYY","C/1B/DH",53.189998626708984,466.408,309.05940449237823,-13.536940555013505,26.29857260146566,13.761632046452156,"Ben Rice","29576",700250
"Trea Turner ","PHI","SS",26.780000686645508,592.867,367.2493941783905,1.3200946295609692,10.88220454006311,13.202299169624078,"Trea Turner","16252",607208
"Nick Kurtz ","ATH","1B",19.8700008392334,591.633,377.5881835222244,3.959788464807817,7.555038463400127,12.514826928207944,"Nick Kurtz","35110",701762
"Brandon Nimmo ","TEX","OF",145.4600067138672,621.374,340.494509935379,-5.5109472507091946,16.809601861951794,12.2986546112426,"Brandon Nimmo","12927",607043
"Jackson Merrill ","SDP","OF",70.79000091552734,558.137,340.26929664611816,-5.568448580072494,16.809601861951794,12.2411532818793,"Jackson Merrill","29490",701538
"Luis Arraez ","SFG","1B/2B/DH",280.04998779296875,575.324,358.50599908828735,-0.9122640490920334,11.877546918772719,11.965282869680685,"Luis Arraez","18568",650333
"Zach Neto ","LAA","SS",32.29999923706055,602.528,360.4773938655853,-0.40892865193792677,10.88220454006311,11.473275888125182,"Zach Neto","31347",687263
"Jackson Chourio ","MIL","OF",19.3799991607666,524.883,336.87620782852173,-6.434770093780106,16.809601861951794,11.374831768171687,"Jackson Chourio","28806",694192
"Vinnie Pasquantino ","KCR","1B/DH",77.0999984741211,558.587,372.7835944890976,2.733083516108629,7.555038463400127,11.288121979508755,"Vinnie Pasquantino","27676",686469
"Nico Hoerner ","CHC","2B",101.93000030517578,576.702,355.7475974559784,-1.616537590392438,11.877546918772719,11.26100932838028,"Nico Hoerner","21479",663538
"Pete Crow-Armstrong ","CHC","OF",32.939998626708984,556.517,335.9447090625763,-6.672599830728242,16.809601861951794,11.137002031223552,"Pete Crow-Armstrong","27769",691718
"Taylor Ward ","BAL","OF",148.42999267578125,617.152,334.50859797000885,-7.039266900895484,16.809601861951794,10.77033496105631,"Taylor Ward","17548",621493
"Corey Seager ","TEX","SS",95.08999633789062,514.621,356.4738971590996,-1.4310991618578595,10.88220454006311,10.45110537820525,"Corey Seager","13624",608369
"Ian Happ ","CHC","OF",184.86000061035156,618.248,331.5404016971588,-7.797105090907334,16.809601861951794,10.012496771044459,"Ian Happ","17919",664023
"Mookie Betts ","LAD","SS",60.58000183105469,490.051,353.37859654426575,-2.221389560422333,10.88220454006311,9.660814979640776,"Mookie Betts","13611",605141
"James Wood ","WSN","OF/DH",37.790000915527344,575.279,327.6187092065811,-8.798389394788215,16.809601861951794,9.01121246716358,"James Wood","29518",695578
"Kazuma Okamoto ","TOR","1B/3B",999,549.068,331.3636940717697,-7.842221981663884,15.509947123256422,8.667725141592538,"Kazuma Okamoto","37123",672960
"Brice Turang ","MIL","2B",48.18000030517578,614.711,344.22879672050476,-4.557511265322847,11.877546918772719,8.320035653449875,"Brice Turang","22186",668930
"Josh Naylor ","SEA","1B/DH",67.45999908447266,550.826,361.08850371837616,-0.2529004307001421,7.555038463400127,8.302138032699984,"Josh Naylor","18839",647304
"CJ Abrams ","WSN","SS",65,563.065,347.7703981399536,-3.6532715982871475,10.88220454006311,8.228932941775962,"CJ Abrams","25768",682928
"Jose Altuve ","HOU","2B/OF/DH",116.5199966430664,549.273,343.79249262809753,-4.66890817889931,11.877546918772719,8.208638739873408,"Jose Altuve","5417",514888
"JJ Wetherholt ","STL","2B",999,617.795,342.91229593753815,-4.893639499037872,11.877546918772719,7.983907419734847,"JJ Wetherholt","34985",802139
"Will Smith ","LAD","C",95.69000244140625,473.404,286.1845986843109,-19.37732300850032,26.29857260146566,7.921249592965344,"Will Smith","19197",669257
"Gleyber Torres ","DET","2B",261.510009765625,621.684,341.90849655866623,-5.149928987498445,11.877546918772719,7.727617931274275,"Gleyber Torres","16997",650402
"Hunter Goodman ","COL","C/DH",67.36000061035156,500.479,281.0559000968933,-20.68677942489589,26.29857260146566,6.611793176569773,"Hunter Goodman","29715",696100
"Austin Riley ","ATL","3B",59.36000061035156,596.819,319.3228015899658,-10.916495825345983,15.509947123256422,5.5934512979104385,"Austin Riley","18360",663586
"Rafael Devers ","SFG","1B/DH",61.619998931884766,608.436,350.4464957714081,-2.970011867835044,7.555038463400127,5.585026595565083,"Rafael Devers","17350",646240
"Jeremy Peña ","HOU","SS",122.9800033569336,583.534,332.82510912418365,-7.469094318810904,10.88220454006311,4.4131102212522055,"Jeremy Pena","21636",665161
"Ozzie Albies ","ATL","2B",150.5,548.632,328.5995030403137,-8.54797366907308,11.877546918772719,4.329573249699639,"Ozzie Albies","16556",645277
"Seiya Suzuki ","CHC","OF/DH",113.43000030517578,548.298,308.90400075912476,-13.576618148105023,16.809601861951794,4.232983713846772,"Seiya Suzuki","30116",673548
"Riley Greene ","DET","OF/DH",78.4800033569336,559.608,307.72048711776733,-13.878792180201437,16.809601861951794,3.930809681750357,"Riley Greene","25976",682985
"Michael Harris II ","ATL","OF",99.06999969482422,478.357,305.51650285720825,-14.441512192390162,16.809601861951794,3.368089669561632,"Michael Harris II","25931",671739
"Munetaka Murakami ","CHW","1B/DH",999,582.289,341.39380609989166,-5.281339463706463,7.555038463400127,3.2736989996936643,"Munetaka Murakami","37120",808959
"Jacob Wilson ","ATH","SS",196.44000244140625,505.812,326.79959535598755,-9.007525078848428,10.88220454006311,2.874679461214682,"Jacob Wilson","33266",805779
"Andy Pages ","LAD","OF",133.4199981689453,507.254,303.3844997882843,-14.98585400752951,16.809601861951794,2.823747854422284,"Andy Pages","24816",681624
"Roman Anthony ","BOS","OF/DH",50.75,561.708,302.1785087585449,-15.293766953687433,16.809601861951794,2.515834908264362,"Roman Anthony","31812",701350
"Matt Chapman ","SFG","3B",163.6199951171875,575.586,306.3619055747986,-14.225664449708853,15.509947123256422,2.2842826735475685,"Matt Chapman","16505",656305
"Isaac Paredes ","HOU","3B",243.60000610351562,486.156,305.39010387659073,-14.473784308478548,15.509947123256422,2.0361628147778745,"Isaac Paredes","20036",670623
"Willy Adames ","SFG","SS",133.92999267578125,617.039,321.0468045473099,-10.476324367440947,10.88220454006311,1.4058801726221632,"Willy Adames","15986",642715
"Jazz Chisholm Jr. ","NYY","2B/3B",19.520000457763672,533.987,317.06709945201874,-11.492420416675746,11.877546918772719,1.3851265020969732,"Jazz Chisholm Jr.","20454",665862
"Bryan Reynolds ","PIT","OF/DH",204.72000122070312,596.69,297.55920672416687,-16.473164530886667,16.809601861951794,1.3364373310651292,"Bryan Reynolds","19326",668804
"Oneil Cruz ","PIT","OF",92.93000030517578,527.312,297.3686056137085,-16.52182869837628,16.809601861951794,1.2877731635755154,"Oneil Cruz","21711",665833
"Jarren Duran ","BOS","OF",64.04000091552734,554.668,297.127393245697,-16.583414903457914,16.809601861951794,1.2261869584938805,"Jarren Duran","24617",680776
"Nolan Schanuel ","LAA","1B",594.6599731445312,536.02,332.4884949326515,-7.555038463400127,7.555038463400127,1,"Nolan Schanuel","33189",694384
"Masyn Winn ","STL","SS",364.7799987792969,597.057,319.4571089744568,-10.88220454006311,10.88220454006311,1,"Masyn Winn","27479",691026
"Marcus Semien ","NYM","2B",266.25,579.805,315.55868899822235,-11.877546918772719,11.877546918772719,1,"Marcus Semien","12533",543760
"Alec Bohm ","PHI","3B",239.8699951171875,536.332,301.3318040370941,-15.509947123256422,15.509947123256422,1,"Alec Bohm","21618",664761
"Randy Arozarena ","SEA","OF",89.37999725341797,585.534,296.2414953112602,-16.809601861951794,16.809601861951794,1,"Randy Arozarena","19290",668227
"Agustín Ramírez ","MIA","C/DH",86.8499984741211,439.505,259.07640129327774,-26.29857260146566,26.29857260146566,1,"Agustin Ramirez","26546",682663
"Bo Bichette ","NYM","SS",92.86000061035156,545.273,317.9049936532974,-11.2784897441233,10.88220454006311,0.603714795939809,"Bo Bichette","19612",666182
"Byron Buxton ","MIN","OF",73.4800033569336,500.78,294.5502996444702,-17.241396981027727,16.809601861951794,0.5682048809240653,"Byron Buxton","14161",621439
"Teoscar Hernández ","LAD","OF",125.41999816894531,542.466,294.3486180305481,-17.29289021638128,16.809601861951794,0.5167116455705125,"Teoscar Hernandez","13066",606192
"Eugenio Suárez ","CIN","3B",97.91999816894531,552.818,298.92300486564636,-16.124960362404252,15.509947123256422,0.38498676085217,"Eugenio Suarez","12552",553993
"Ezequiel Tovar ","COL","SS",209.22999572753906,606.415,315.54029631614685,-11.882242927935271,10.88220454006311,-0.00003838787216237094,"Ezequiel Tovar","24064",678662
"TJ Friedl ","CIN","OF",265.1499938964844,544.821,291.7285934686661,-17.961833402492335,16.809601861951794,-0.1522315405405421,"TJ Friedl","19522",670770
"Yainer Diaz ","HOU","C/DH",113.04000091552734,439.013,253.01309841871262,-27.846651654722475,26.29857260146566,-0.5480790532568136,"Yainer Diaz","23003",673237
"Tyler Soderstrom ","ATH","1B/OF",82.8499984741211,485.465,289.6499990224838,-18.492538958345257,16.809601861951794,-0.6829370963934633,"Tyler Soderstrom","27467",691016
"Christian Yelich ","MIL","OF/DH",127.22000122070312,517.709,289.512002825737,-18.527772069082477,16.809601861951794,-0.718170207130683,"Christian Yelich","11477",592885
"Brendan Donovan ","SEA","2B",268.5799865722656,534.53,305.97539234161377,-14.324348789330083,11.877546918772719,-1.4468018705573638,"Brendan Donovan","24679",680977
"Bryson Stott ","PHI","2B",181.44000244140625,528.513,305.3298981189728,-14.489156008388967,11.877546918772719,-1.6116090896162487,"Bryson Stott","26294",681082
"Daylen Lile ","WSN","OF",206.50999450683594,505.31,282.640504360199,-20.28219916254162,16.809601861951794,-2.472597300589826,"Daylen Lile","29995",695734
"Nolan Arenado ","ARI","3B",638.0599975585938,520.846,287.64529943466187,-19.0043777208452,15.509947123256422,-2.494430597588775,"Nolan Arenado","9777",571448
"Xander Bogaerts ","SDP","SS",237.1999969482422,540.601,304.1401057243347,-14.792933128214198,10.88220454006311,-2.9107285881510876,"Xander Bogaerts","12161",593428
"Jung Hoo Lee ","SFG","OF",339.44000244140625,496.78,278.3493022918701,-21.377826442376072,16.809601861951794,-3.568224580424279,"Jung Hoo Lee","33824",808982
"Ryan Jeffers ","MIN","C/DH",298.05999755859375,460.917,238.94060307741165,-31.439633188979844,26.29857260146566,-4.141060587514182,"Ryan Jeffers","24618",680777
"Miguel Vargas ","CHW","1B/3B",303.0899963378906,504.927,280.5211956501007,-20.823299861180754,15.509947123256422,-4.3133527379243315,"Miguel Vargas","20178",678246
"Jakob Marsee ","MIA","OF",137.0800018310547,531.761,273.5074963569641,-22.614033589343,16.809601861951794,-4.804431727391205,"Jakob Marsee","31370",805300
"Lawrence Butler ","ATH","OF",157.22000122070312,492.139,271.1644973754883,-23.212246761282714,16.809601861951794,-5.4026448993309195,"Lawrence Butler","22542",671732
"Xavier Edwards ","MIA","2B/SS",182.42999267578125,505.444,292.7098972797394,-17.71128746965163,10.88220454006311,-5.8290829295885205,"Xavier Edwards","22266",669364
"Adolis García ","PHI","OF",213.99000549316406,508.559,265.9803023338318,-24.535872500919194,16.809601861951794,-6.726270638967398,"Adolis Garcia","19287",666969
"Wilyer Abreu ","BOS","OF",199.89999389648438,440.339,265.0400004386902,-24.775949847824084,16.809601861951794,-6.966347985872291,"Wilyer Abreu","23772",677800
"Trent Grisham ","NYY","OF",253.82000732421875,492.833,264.85489082336426,-24.823211929889055,16.809601861951794,-7.013610067937265,"Trent Grisham","18564",663757
"Caleb Durbin ","BOS","3B",219.8300018310547,453.43,269.57630240917206,-23.617743799894427,15.509947123256422,-7.107796676638008,"Caleb Durbin","29646",702332
"Gabriel Moreno ","ARI","C",181.22000122070312,400.174,227.24720239639282,-34.42518562304368,26.29857260146566,-7.126613021578022,"Gabriel Moreno","22664",672515
"Luke Keaschall ","MIN","2B",114.8499984741211,493.11,283.5835987329483,-20.041408841836695,11.877546918772719,-7.16386192306398,"Luke Keaschall","33321",807712
"Andrés Giménez ","TOR","2B/SS",412.2200012207031,524.389,286.7294969558716,-19.238199890653526,10.88220454006311,-7.355995350590417,"Andres Gimenez","19950",665926
"Royce Lewis ","MIN","3B",193.64999389648438,460.903,266.8293028473854,-24.319106171011764,15.509947123256422,-7.809159047755342,"Royce Lewis","20437",668904
"Ryan O'Hearn ","PIT","1B/OF/DH",285.44000244140625,457.013,261.3883008956909,-25.708299705361114,16.809601861951794,-7.898697843409316,"Ryan O'Hearn","16442",656811
"Heliot Ramos ","SFG","OF",218.8000030517578,530.223,261.08540546894073,-25.785634794037986,16.809601861951794,-7.976032932086191,"Heliot Ramos","22515",671218
"Otto Lopez ","MIA","2B/SS",229.16000366210938,504.517,284.27229857444763,-19.86557038865983,10.88220454006311,-7.983365848596721,"Otto Lopez","19608",672640
"Jo Adell ","LAA","OF",120.33000183105469,484.583,260.33089458942413,-25.97827608413976,16.809601861951794,-8.168674222187965,"Jo Adell","20220",666176
"Sal Frelick ","MIL","OF",216.39999389648438,473.976,259.78510427474976,-26.117626957928735,16.809601861951794,-8.30802509597694,"Sal Frelick","29622",686217
"Ernie Clement ","TOR","2B/3B/SS",337.67999267578125,485.032,281.5627989768982,-20.557358290163084,10.88220454006311,-8.675153750099973,"Ernie Clement","20352",676391
"Michael Busch ","CHC","1B",106.45999908447266,515.889,293.6261967420578,-17.47733841029058,7.555038463400127,-8.922299946890458,"Michael Busch","26319",683737
"Brandon Lowe ","PIT","2B",187.57000732421875,503.085,273.93820291757584,-22.50406583441189,11.877546918772719,-9.626518915639169,"Brandon Lowe","18882",664040
"Sal Stewart ","CIN","1B/3B/DH",161.8699951171875,406.366,258.92510202527046,-26.337202244816925,15.509947123256422,-9.827255121560505,"Sal Stewart","31505",701398
"Carlos Correa ","HOU","3B/SS",281.2300109863281,496.108,276.8817020058632,-21.752533315564225,10.88220454006311,-9.870328775501115,"Carlos Correa","14162",621043
"Colt Keith ","DET","2B/3B/DH",502.489990234375,487.25,272.83469891548157,-22.785811850761057,11.877546918772719,-9.908264931988336,"Colt Keith","27899",690993
"Luis Robert Jr. ","NYM","OF",105.63999938964844,497.438,253.2322928905487,-27.790687046412604,16.809601861951794,-9.981085184460811,"Luis Robert Jr.","20043",673357
"Francisco Alvarez ","NYM","C",165.25,364.019,214.93030285835266,-37.56992943188337,26.29857260146566,-10.271356830417703,"Francisco Alvarez","26121",682626
"Luis García Jr. ","WSN","2B",261.8500061035156,440.331,270.7086921930313,-23.32862268211747,11.877546918772719,-10.451075763344749,"Luis Garcia Jr.","20391",671277
"Jorge Polanco ","NYM","2B/DH",209.42999267578125,466.286,270.6906969845295,-23.333217208552476,11.877546918772719,-10.455670289779757,"Jorge Polanco","13152",593871
"Mickey Moniak ","COL","OF",245.8300018310547,445.545,250.12049531936646,-28.585189438521493,16.809601861951794,-10.775587576569697,"Mickey Moniak","19956",666160
"Iván Herrera ","STL","DH",178.42999267578125,480.032,284.75599640607834,-19.742072932447577,7.555038463400127,-11.18703446904745,"Ivan Herrera","20599",671056
"Daulton Varsho ","TOR","OF",192.2100067138672,498.759,248.29809951782227,-29.05048250163869,16.809601861951794,-11.240880639686896,"Daulton Varsho","19918",662139
"Kerry Carpenter ","DET","OF/DH",236.22000122070312,433.221,247.88719701766968,-29.155393895078305,16.809601861951794,-11.34579203312651,"Kerry Carpenter","25961",681481
"Chase Meidroth ","CHW","2B/SS",646.8699951171875,501.853,268.37039488554,-23.92563542532036,10.88220454006311,-12.043430885257246,"Chase Meidroth","31580",805367
"Konnor Griffin ","PIT","SS",999,547.924,267.6889935731888,-24.09961042217194,10.88220454006311,-12.217405882108828,"Konnor Griffin","35376",804606
"Alejandro Kirk ","TOR","C",160.25,326.289,206.98210015892982,-39.59926004006253,26.29857260146566,-12.300687438596873,"Alejandro Kirk","22581",672386
"Ceddanne Rafaela ","BOS","2B/OF",125.02999877929688,488.44,262.119003534317,-25.521737121829,11.877546918772719,-12.64419020305628,"Ceddanne Rafaela","24262",678882
"Christian Walker ","HOU","1B",212.94000244140625,516.76,277.3882973790169,-21.62318967202864,7.555038463400127,-13.068151208628516,"Christian Walker","13419",572233
"Jake Burger ","TEX","1B",236.72000122070312,511.752,276.38860630989075,-21.87843022917351,7.555038463400127,-13.323391765773382,"Jake Burger","22275",669394
"Lourdes Gurriel Jr. ","ARI","OF",689.0700073242188,406.691,239.325901389122,-31.341259042420848,16.809601861951794,-13.53165718046906,"Lourdes Gurriel Jr.","19238",666971
"Bo Naylor ","CLE","C",574.2899780273438,408.225,201.4403030872345,-41.01418852731987,26.29857260146566,-13.715615925854207,"Bo Naylor","21865",666310
"Justin Crawford ","PHI","OF",999,464.262,238.0533003807068,-31.66617881057979,16.809601861951794,-13.856576948627993,"Justin Crawford","31791",702222
"Jeff McNeil ","ATH","2B/OF",440.5199890136719,462.978,256.9307074546814,-26.846409936157844,11.877546918772719,-13.968863017385127,"Jeff McNeil","15362",643446
"Josh Bell ","MIN","1B/DH",636.3300170898438,485.302,272.73170030117035,-22.812109398587435,7.555038463400127,-14.257070935187308,"Josh Bell","13145",605137
"Austin Wells ","NYY","C",246.13999938964844,392.015,197.63780218362808,-41.98504090277297,26.29857260146566,-14.68646830130731,"Austin Wells","27562",669224
"Spencer Steer ","CIN","1B/OF",335.70001220703125,441.005,234.73859894275665,-32.51248650294604,16.809601861951794,-14.702884640994244,"Spencer Steer","26323",668715
"Mike Trout ","LAA","OF/DH",178.44000244140625,450.099,234.40950286388397,-32.59651112727231,16.809601861951794,-14.786909265320517,"Mike Trout","10155",545361
"Samuel Basallo ","BAL","C",160.94000244140625,380.371,197.14090240001678,-42.11190907388205,26.29857260146566,-14.81333647241639,"Samuel Basallo","28824",694212
"Jake Cronenworth ","SDP","2B",738.2999877929688,535.175,251.98429703712463,-28.10932464034539,11.877546918772719,-15.23177772157267,"Jake Cronenworth","18036",630105
"Addison Barger ","TOR","3B/OF",193.08999633789062,451.724,237.71149545907974,-31.75344824943474,15.509947123256422,-15.24350112617832,"Addison Barger","24598",680718
"Joey Ortiz ","MIL","SS",743.4400024414062,490.922,255.6078963279724,-27.184149323260467,10.88220454006311,-15.30194478319736,"Joey Ortiz","25493",687401
"Spencer Torkelson ","DET","1B",188.35000610351562,546.208,267.26859879493713,-24.20694537867559,7.555038463400127,-15.651906915275465,"Spencer Torkelson","27465",679529
"Trevor Story ","BOS","SS",111.33000183105469,532.715,251.15239387750626,-28.32172568353684,10.88220454006311,-16.43952114347373,"Trevor Story","12564",596115
"Dansby Swanson ","CHC","SS",152.30999755859375,527.094,249.83009934425354,-28.65933317429102,10.88220454006311,-16.77712863422791,"Dansby Swanson","18314",621020
"Brenton Doyle ","COL","OF",166.25,477.496,225.75609683990479,-34.805893848568296,16.809601861951794,-16.99629198661651,"Brenton Doyle","25479",686668
"Edgar Quero ","CHW","C/DH",475.1000061035156,383.52,186.2641045153141,-44.88896694484053,26.29857260146566,-17.59039434337487,"Edgar Quero","28022",700337
"Willi Castro ","COL","2B/3B/OF",256.3399963378906,524.514,241.0565004348755,-30.899403474961783,11.877546918772719,-18.021856556189064,"Willi Castro","17338",650489
"Jackson Holliday ","BAL","2B",203.14999389648438,456.352,239.8003989458084,-31.22011059519266,11.877546918772719,-18.342563676419946,"Jackson Holliday","31781",702616
"J.T. Realmuto ","PHI","C",212.27000427246094,404.221,182.68069756031036,-45.803880377518745,26.29857260146566,-18.505307776053083,"J.T. Realmuto","11739",592663
"Mark Vientos ","NYM","3B/DH",652.5700073242188,414.534,223.53320240974426,-35.37344199454139,15.509947123256422,-18.863494871284967,"Mark Vientos","22184",668901
"Jordan Westburg ","BAL","3B",646.8400268554688,384.683,223.1933981180191,-35.46020063370375,15.509947123256422,-18.95025351044732,"Jordan Westburg","27815",676059
"Ramón Laureano ","SDP","OF",224.47999572753906,449.293,217.92990016937256,-36.80407394660408,16.809601861951794,-18.994472084652283,"Ramon Laureano","17128",657656
"Jordan Walker ","STL","OF",511.7200012207031,460.578,217.72450482845306,-36.856515368629665,16.809601861951794,-19.046913506677868,"Jordan Walker","27475",691023
"Willson Contreras ","BOS","1B",168.1999969482422,476.485,252.40370672941208,-28.00224119543177,7.555038463400127,-19.44720273203164,"Willson Contreras","11609",575929
"Chandler Simpson ","TBR","OF",180.19000244140625,358.338,215.80950272083282,-37.34545262132499,16.809601861951794,-19.535850759373194,"Chandler Simpson","31912",802415
"Andrew Benintendi ","CHW","OF/DH",735.8099975585938,417.717,215.6460052728653,-37.38719669706978,16.809601861951794,-19.577594835117985,"Andrew Benintendi","17901",643217
"Matt McLain ","CIN","2B",144.3000030517578,510.67,233.30959552526474,-32.877338845541615,11.877546918772719,-19.9997919267689,"Matt McLain","29695",680574
"Josh Smith ","TEX","1B/3B/SS",428.9100036621094,479.822,236.19470119476318,-32.14071530128178,10.88220454006311,-20.25851076121867,"Josh Smith","26396",669701
"J.P. Crawford ","SEA","SS",748.5399780273438,503.564,235.23239743709564,-32.38641015125615,10.88220454006311,-20.50420561119304,"J.P. Crawford","15491",641487
"Freddy Fermin ","SDP","C",735.3099975585938,384.167,174.600501537323,-47.86691144625665,26.29857260146566,-20.568338844790997,"Freddy Fermin","21840",666023
"Marcell Ozuna ","PIT","DH",377.510009765625,463.376,247.47440060973167,-29.260788839980233,7.555038463400127,-20.705750376580102,"Marcell Ozuna","10324",542303
